Par,Size,start1,end1,start2,end2
0,1,0,512471264,512473376,884182144
1,1,0,514356000,22560,374345792
0,2,0,518604640,518606752,896431360
1,2,0,522157152,23520,388250528
0,3,0,524597664,524599808,933653856
1,3,0,531562688,19584,531564000
0,4,0,533693376,533695520,969941344
1,4,0,548395392,24224,548393856
0,5,0,546584480,546586656,1045141888
1,5,0,592240256,23968,592238720
0,6,0,560939104,560941280,1116290624
1,6,0,626472160,19328,690364000
0,7,0,583776800,583779104,1234101376
1,7,0,793644448,20160,793646016
0,8,0,598671392,598673536,1327187232
1,8,0,888769632,23328,888771200
0,9,0,701213056,701215232,1531293216
1,9,0,812253728,23552,1222431168
0,1,0,513370912,513373056,885229920
1,1,0,515482112,26464,515480544
0,2,0,519430752,519432928,897392768
1,2,0,523216448,25472,523214912
0,3,0,525489504,525491648,934225632
1,3,0,532864704,25920,532866240
0,4,0,534796352,534798496,971114752
1,4,0,547602816,28256,547604352
0,5,0,546573184,546575360,1045527456
1,5,0,591713408,19296,591715040
0,6,0,560785920,560788192,1115655296
1,6,0,691003520,19744,691001984
0,7,0,583966304,583968448,1233177824
1,7,0,722887584,23200,792792768
0,8,0,598379424,598381568,1326857888
1,8,0,888106048,24224,888104512
0,9,0,701150304,701152672,1529998336
1,9,0,813368032,23520,1225185248
0,1,0,513310528,513312672,884740768
1,1,0,515303424,22976,515304960
0,2,0,519409248,519410912,896895232
1,2,0,523291904,22880,523293440
0,3,0,525654272,525656416,934533696
1,3,0,532313152,19584,532311584
0,4,0,534728512,534730624,970925024
1,4,0,547641376,19840,547639872
0,5,0,546417792,546419488,1043709536
1,5,0,596188000,19872,596189664
0,6,0,560759936,560761600,1115660000
1,6,0,692458304,19424,692456768
0,7,0,584657792,584659936,1234551296
1,7,0,792529888,19680,792528448
0,8,0,598550720,598552896,1327856576
1,8,0,890848288,23264,890849888
0,9,0,700791936,700793824,1531749472
1,9,0,811720576,23136,1221841440
0,1,0,513167264,513169376,884760064
1,1,0,515622656,22912,374183136
0,2,0,519411712,519418528,898117056
1,2,0,522880576,22432,388119072
0,3,0,525541120,525543264,934457472
1,3,0,532836704,19616,532838240
0,4,0,534753312,534755488,970639712
1,4,0,547530400,19808,490952736
0,5,0,546417920,546420064,1045532832
1,5,0,582248320,19232,595677920
0,6,0,560751328,560753344,1115829056
1,6,0,691387968,19424,691389536
0,7,0,583845952,583848096,1233048000
1,7,0,791770048,23264,791771616
0,8,0,598053536,598055648,1327016896
1,8,0,889735808,22784,889730368
0,9,0,700756096,700758016,1530948032
1,9,0,814778848,24800,1225144928
0,1,0,513209504,513211840,884864992
1,1,0,515363040,23872,374351808
0,2,0,519396736,519398880,897193664
1,2,0,523094752,23552,523093248
0,3,0,525461760,525463936,934439264
1,3,0,532426048,20704,532427584
0,4,0,534808896,534810976,971108064
1,4,0,548365184,18784,548366496
0,5,0,546642272,546644416,1044696512
1,5,0,594425440,23264,594423904
0,6,0,560843808,560845984,1115975744
1,6,0,689029600,19232,689033888
0,7,0,583921088,583923232,1233755648
1,7,0,795419872,30336,795421216
0,8,0,597062784,597064960,1326359232
1,8,0,893064128,23744,893060064
0,9,0,700794208,700796352,1531155264
1,9,0,813014112,23040,1220887296
0,1,0,517126816,517128736,891845504
1,1,0,515315360,22304,374569664
0,2,0,519658336,519660512,898320096
1,2,0,523084192,32096,388466336
0,3,0,525956928,525959104,934887040
1,3,0,533276928,18912,434565024
0,4,0,535247232,535249408,971311200
1,4,0,547968960,25536,491505120
0,5,0,546663200,546665376,1043580608
1,5,0,582053472,20224,593290400
0,6,0,560877152,560879296,1113429792
1,6,0,627652512,18848,691551616
0,7,0,580756064,580758240,1228325600
