0,1,0,73076032,73078048,442736608
1,1,0,73359168,19360,370171072
0,2,0,73860864,73863008,449584480
1,2,0,74581024,20064,379465792
0,3,0,74757056,74759232,481540608
1,3,0,76152192,19200,412592896
0,4,0,76108672,76110880,510651520
1,4,0,78116128,19072,444284640
0,5,0,77735744,77737856,573782976
1,5,0,81988960,19712,510542240
0,6,0,79818240,79820384,630207520
1,6,0,87731136,18880,568429184
0,7,0,83087008,83089152,726813600
1,7,0,99045600,20800,661432352
0,8,0,85233376,85235328,807706016
1,8,0,118734464,19296,742415520
0,9,0,99132544,99134720,921751040
1,9,0,117157216,19744,857293408
0,1,0,73149312,73151456,443993376
1,1,0,73537792,19936,371393888
0,2,0,74007584,74009728,450820608
1,2,0,74722496,19264,380570912
0,3,0,74892800,74894944,482947648
1,3,0,76208832,19104,413581824
0,4,0,76196416,76198464,511645952
1,4,0,78249408,19776,445396576
0,5,0,77837024,77839040,574464768
1,5,0,82103488,19712,511097472
0,6,0,80260768,80262592,631431936
1,6,0,87827328,19232,568983712
0,7,0,83143840,83146208,727353728
1,7,0,661820416,19264,661821856
0,8,0,85621856,85624192,811141376
1,8,0,119200832,20096,746578112
0,9,0,100053792,100055968,927373728
1,9,0,117982272,18720,1115041408
0,1,0,73561536,73563712,445137824
1,1,0,372066624,18816,372065184
0,2,0,74041088,74043232,451969472
1,2,0,74764832,19264,381102848
0,3,0,74938144,74940288,483642144
1,3,0,76218720,24480,413909056
0,4,0,76260512,76262560,512217792
1,4,0,445709536,19296,445708128
0,5,0,77962592,77964640,575149760
1,5,0,82285344,19392,511214976
0,6,0,79915616,79917760,630774592
1,6,0,88050368,29024,569155008
0,7,0,83401248,83403488,727520704
1,7,0,99688352,19168,662705024
0,8,0,85935648,85937952,811353504
1,8,0,120271456,18720,746231744
0,9,0,100367328,100369472,925115360
1,9,0,666089600,19712,1072688320
0,1,0,73301408,73303584,444378272
1,1,0,73710368,18688,372122720
0,2,0,74236416,74238400,452661280
1,2,0,74910656,19648,381336576
0,3,0,75068384,75070528,483662848
1,3,0,76431392,19232,414571456
0,4,0,76255776,76257920,512167616
1,4,0,78444416,20032,445684704
0,5,0,78157120,78159264,575348736
1,5,0,82311616,19872,511178752
0,6,0,80107392,80109536,630914880
1,6,0,88020512,19776,569084608
0,7,0,83409952,83412160,729974080
1,7,0,101680224,19648,664071232
0,8,0,85635904,85638112,810843616
1,8,0,120669696,20128,746825856
0,9,0,100066816,100068832,927479616
1,9,0,117708960,18976,863912736
0,1,0,73332960,73335104,444693536
1,1,0,73753184,19136,371820160
0,2,0,74035232,74037408,452935392
1,2,0,74759488,19840,380949056
0,3,0,74921248,74923232,483421728
1,3,0,76214848,19232,413849920
0,4,0,76335936,76338080,512627584
1,4,0,445738048,20512,445739520
0,5,0,78030016,78032192,574867808
1,5,0,82284256,19904,511610080
0,6,0,80091328,80093504,630972896
1,6,0,88023168,19424,569257216
0,7,0,83400768,83403136,727818752
1,7,0,100951904,19648,664353056
0,8,0,85936960,85939104,813276768
1,8,0,120211104,19136,746491392
0,9,0,100369952,100371968,925285152
1,9,0,668011264,19744,1074676192
0,1,0,73173184,73175360,442779232
1,1,0,73494752,18976,370105920
0,2,0,73979424,73981568,450061728
1,2,0,74657696,19744,379183744
0,3,0,74895872,74897888,481367328
1,3,0,76288640,19296,412344896
0,4,0,76229984,76232128,510049632
1,4,0,78264864,36704,445239264
0,5,0,77669408,77671552,573181056
1,5,0,81924256,19200,510125344
0,6,0,79736416,79738368,629639520
1,6,0,87656768,19488,568144576
0,7,0,82606688,82608704,726125568
1,7,0,99948320,18560,661132192
0,8,0,85138144,85140320,807290944
1,8,0,118993600,19488,742191552
0,9,0,99101600,99103776,921495360
1,9,0,117077056,19264,857152608
0,1,0,73117280,73119616,443716096
1,1,0,73528928,19168,371187488
0,2,0,73968000,73970144,451256096
1,2,0,74710496,18688,380477856
0,3,0,74894912,74897056,482662592
1,3,0,76198560,19488,413303872
0,4,0,76202464,76204608,511571008
1,4,0,78216224,19648,445429536
0,5,0,77806016,77808192,574418496
1,5,0,82197216,19328,510839104
0,6,0,80431712,80433824,631220352
1,6,0,87846144,19360,568890592
0,7,0,82685120,82687264,726814336
1,7,0,98773600,19936,661651104
0,8,0,85164960,85166944,807853760
1,8,0,118951200,19232,742826208
0,9,0,100143200,100145216,926151968
1,9,0,664861728,19520,1067749568
0,1,0,73301824,73303968,444446240
1,1,0,73699168,19040,371845248
0,2,0,74177248,74179392,451775040
1,2,0,74885472,19168,380902944
0,3,0,74937728,74939904,483161536
1,3,0,413867296,29920,413868704
0,4,0,76311488,76313472,512288256
1,4,0,78236928,19488,445348832
0,5,0,77828352,77830528,574492000
1,5,0,82225824,19904,511113600
0,6,0,79854528,79856672,630608768
1,6,0,87809568,18944,568857056
0,7,0,82937184,82939360,728486240
1,7,0,100547456,20096,663381408
0,8,0,85877568,85879744,809693856
1,8,0,120269088,19456,747076064
0,9,0,100162368,100164352,928764800
1,9,0,862822144,18784,862823584
0,1,0,73307456,73309472,444610816
1,1,0,73690528,19584,371776576
0,2,0,74048480,74050624,451374592
1,2,0,74773984,19008,381196352
0,3,0,75074272,75076416,484049664
1,3,0,76319776,19296,414093472
0,4,0,76249216,76251392,512068864
1,4,0,445728000,19456,445726592
0,5,0,77842752,77844960,574687584
1,5,0,82250720,19712,510860384
0,6,0,79877664,79879776,630738816
1,6,0,87999680,19648,569350816
0,7,0,82937280,82939584,727344736
1,7,0,99785120,19008,664913952
0,8,0,85469952,85471936,810346048
1,8,0,120195008,40992,747010144
0,9,0,100056544,100058720,928138688
1,9,0,118169760,19904,862942784
0,1,0,73290272,73292416,444394848
1,1,0,73704416,18944,371822592
0,2,0,74192736,74195008,451382784
1,2,0,74890592,19616,381037184
0,3,0,75109088,75111104,483733792
1,3,0,76438304,19776,414023296
0,4,0,76427808,76429952,512348640
1,4,0,78433856,19872,445751552
0,5,0,77848864,77851040,574822944
1,5,0,82244096,19040,510892608
0,6,0,80090304,80092448,630833824
1,6,0,88005280,19552,569136576
0,7,0,82949696,82951840,727523648
1,7,0,666541984,19392,666540576
0,8,0,85471232,85473376,810761920
1,8,0,120239328,19680,745871904
0,9,0,100448768,100450880,928041376
1,9,0,864110208,18880,864108800
