Par,Size,start1,end1,start2,end2
0,1,0,366022464,366024480,737645280
1,1,0,367894208,18240,374251520
0,2,0,370357856,370360000,747764928
1,2,0,373923136,19776,387880192
0,3,0,374856960,374859072,783551712
1,3,0,381615680,19328,431919264
0,4,0,381296768,381298976,817173504
1,4,0,392263424,22240,482338528
0,5,0,390269088,390271264,887275808
1,5,0,417043552,20928,573883808
0,6,0,400568960,400571232,952879040
1,6,0,448316128,22112,657112544
0,7,0,414758784,414760832,1062252512
1,7,0,752936032,20864,752934496
0,8,0,427962944,427965088,1155996416
1,8,0,847270048,19104,847276928
0,9,0,500581856,500584000,1328424480
1,9,0,775340448,19360,1179654688
0,1,0,366365920,366368032,737768128
1,1,0,374326976,19680,374325440
0,2,0,370393216,370395168,747895872
1,2,0,373981952,18976,387892480
0,3,0,374812416,374814560,783662688
1,3,0,431196608,21248,431198144
0,4,0,381348704,381350848,817708864
1,4,0,392360896,20928,482418560
0,5,0,390312928,390314848,887517504
1,5,0,574042336,22784,574041024
0,6,0,400526592,400528736,954227072
1,6,0,652171456,21440,652169952
0,7,0,415048000,415050176,1063446080
1,7,0,511633376,21376,752049600
0,8,0,427637792,427639904,1154799712
1,8,0,845446688,18816,845448224
0,9,0,500609920,500612128,1329372992
1,9,0,605672160,19104,1052029440
0,1,0,366081344,366083488,737622592
1,1,0,367831488,18816,374181088
0,2,0,370523104,370525440,748225472
1,2,0,387802240,19584,387803968
0,3,0,374694368,374696480,783258272
1,3,0,431079296,20704,431080960
0,4,0,381778688,381780832,817783424
1,4,0,482432128,20960,482430816
0,5,0,390270784,390272928,887492064
1,5,0,572141344,25632,572143136
0,6,0,400554752,400556864,953245664
1,6,0,654871904,24256,654873472
0,7,0,414874112,414876352,1063292992
1,7,0,753185056,20992,753183744
0,8,0,426784576,426786880,1155591872
1,8,0,845225728,22432,845227296
0,9,0,500715968,500718144,1330112768
1,9,0,773148544,20032,1179925248
0,1,0,366545760,366547648,738153344
1,1,0,374336672,19616,374337984
0,2,0,371045088,371047264,749370816
1,2,0,387855680,18848,387854144
0,3,0,375532704,375534912,784462016
1,3,0,382266368,20640,432025504
0,4,0,382017952,382020096,818290048
1,4,0,393014592,22112,483338464
0,5,0,390352640,390354848,888861216
1,5,0,414076192,20832,572652864
0,6,0,400464224,400466336,951786912
1,6,0,653559104,21408,653557568
0,7,0,414766368,414768704,1063496992
1,7,0,749186592,25728,749185184
0,8,0,427308864,427311008,1156658336
1,8,0,843271520,19104,843273088
0,9,0,500711552,500713664,1331122240
1,9,0,775972576,19296,1182647616
0,1,0,366543072,366545248,737964096
1,1,0,368597344,19712,374247808
0,2,0,371038528,371040704,750304672
1,2,0,374557184,18368,387757952
0,3,0,376062336,376064480,784849664
1,3,0,431119264,26112,431117664
0,4,0,382035328,382037664,818417376
1,4,0,482353984,21152,482352448
0,5,0,390709344,390711584,887535552
1,5,0,573939136,20704,573940736
0,6,0,400422880,400425024,953376192
1,6,0,655198400,21312,655199936
0,7,0,414773376,414775264,1063277056
1,7,0,507616544,25248,750210944
0,8,0,426849280,426851168,1155019072
1,8,0,846863744,18336,846869888
0,9,0,500730112,500732224,1329033408
1,9,0,775951680,19360,1179892384
0,1,0,366723680,366725856,738333024
1,1,0,368728960,19648,374573120
0,2,0,371162528,371164672,750873920
1,2,0,374631264,19520,387981152
0,3,0,375678656,375680832,784746304
1,3,0,382442336,21728,432157568
0,4,0,382304064,382306208,818342720
1,4,0,392496832,20352,482708992
0,5,0,390489472,390491648,887320224
1,5,0,416343616,31456,574906944
0,6,0,400629504,400631648,951557536
1,6,0,448284288,21152,655517056
0,7,0,414793760,414795776,1063745280
1,7,0,513877312,21952,750185088
0,8,0,426754688,426756864,1155273280
1,8,0,613233120,18976,846626336
0,9,0,500691808,500694080,1329492160
1,9,0,610227488,18784,1050915680
0,1,0,366086560,366088544,737778080
1,1,0,368000928,19488,374434336
0,2,0,370432448,370434368,748128000
1,2,0,373961408,19392,387887104
0,3,0,374933472,374942432,783872736
1,3,0,381394688,20512,431368096
0,4,0,381415264,381417408,817404288
1,4,0,392575584,21216,482784320
0,5,0,390447456,390449632,887185056
1,5,0,416011680,21088,574330592
0,6,0,400609792,400612096,951598464
1,6,0,448130944,20736,655177920
0,7,0,414806592,414808768,1062808384
1,7,0,507049440,20704,757058016
0,8,0,426816384,426818528,1154693824
1,8,0,611835072,19680,846711744
0,9,0,500400448,500402592,1332669952
1,9,0,607949888,28064,1058466912
0,1,0,366818560,366820544,738592192
1,1,0,368711200,19424,374535744
0,2,0,371133216,371135360,748941600
1,2,0,374705248,19744,387965152
0,3,0,375705952,375708096,784679904
1,3,0,431519136,20416,431520704
0,4,0,382175968,382178112,818160960
1,4,0,392577952,21504,482727744
0,5,0,390430656,390432800,888643968
1,5,0,415943520,21312,572445888
0,6,0,400617728,400619712,952342752
1,6,0,446833280,22304,653556352
0,7,0,414797568,414799744,1063342592
1,7,0,509394944,21440,755344864
0,8,0,426715776,426717952,1154501216
1,8,0,612725760,19328,847580864
0,9,0,500403328,500405472,1332841600
1,9,0,607475840,19232,1055301824
0,1,0,366759008,366761184,738424704
1,1,0,368737856,19040,374556512
0,2,0,371430080,371432224,749744256
1,2,0,374684288,19392,387996352
0,3,0,375643808,375645984,784655584
1,3,0,382386016,19392,432108704
0,4,0,382211488,382213632,818246560
1,4,0,392509280,22144,482637664
0,5,0,390480352,390482496,887457408
1,5,0,414213248,22112,573237056
0,6,0,400576800,400579200,951831552
1,6,0,448089408,21376,656277856
0,7,0,414878560,414880832,1063192128
1,7,0,511694400,21152,752772768
0,8,0,426869056,426871168,1154673536
1,8,0,611458592,36736,849071968
0,9,0,500378432,500380608,1332818592
1,9,0,609340672,18912,1057389824
0,1,0,367030656,367032800,739070048
1,1,0,368891072,19552,374796416
0,2,0,371244832,371247008,749421600
1,2,0,374749344,19424,388118624
0,3,0,375829728,375831904,785048256
1,3,0,382127072,19616,431461504
0,4,0,382303456,382305632,818359296
1,4,0,392939424,21024,484141920
0,5,0,390434496,390436640,887318688
1,5,0,414942336,20800,576106112
0,6,0,400647200,400649376,952771392
1,6,0,446971136,22752,656687936
0,7,0,414780128,414782432,1062684000
1,7,0,514829696,21760,753732768
0,8,0,426826112,426828448,1154360384
1,8,0,613729856,19296,851946368
0,9,0,500386144,500388320,1332776576
1,9,0,606821728,19520,1053686176
