Par,Size,start1,end1,start2,end2
0,1,0,146636128,146638272,293276352
1,1,0,148724320,19008,148725632
0,2,0,148559040,148561184,296926720
1,2,0,152921824,19072,152923392
0,3,0,150330752,150332544,300509248
1,3,0,160425664,25984,160443456
0,4,0,152854048,152856032,305773952
1,4,0,171396960,21632,171419936
0,5,0,156077632,156079776,312179968
1,5,0,189144160,21696,189142848
0,6,0,161185056,161187392,322651840
1,6,0,217932672,20480,217959104
0,7,0,166967360,166969280,333358816
1,7,0,281032800,21408,281031296
0,8,0,171789088,171790976,343246592
1,8,0,279475520,19840,279473984
0,9,0,200149536,200151680,386779168
1,9,0,348301856,19680,541814976
0,1,0,146658304,146660480,293320864
1,1,0,148624192,19392,148636928
0,2,0,148694080,148696256,297293376
1,2,0,152930496,20096,152949024
0,3,0,150389664,150391584,301199616
1,3,0,160430048,19680,160443232
0,4,0,152834560,152836704,305621632
1,4,0,171866208,32288,171867744
0,5,0,156100576,156102816,312163296
1,5,0,189061376,21952,189063072
0,6,0,160341248,160343392,320862112
1,6,0,218318016,20928,218328224
0,7,0,166898208,166900352,333306240
1,7,0,280730112,21248,280728704
0,8,0,171793504,171795392,343325152
1,8,0,279475296,18912,279465120
0,9,0,200440256,200442432,386654496
1,9,0,348285568,19296,541828736
0,1,0,146685856,146687840,293366368
1,1,0,148871040,18816,148869536
0,2,0,148563712,148565824,297057440
1,2,0,152950976,19456,152960512
0,3,0,150294176,150296352,300461920
1,3,0,160448192,21952,160449248
0,4,0,152843008,152845024,306177120
1,4,0,171388832,21216,171407424
0,5,0,156199520,156201696,312655744
1,5,0,188998080,21120,189020128
0,6,0,160465536,160467680,321363264
1,6,0,217943840,22240,217969696
0,7,0,166882240,166884384,332529472
1,7,0,280697728,20800,280696224
0,8,0,171764416,171766560,342504480
1,8,0,279983840,19040,279971712
0,9,0,200417568,200419712,386725824
1,9,0,349412320,19520,542886816
0,1,0,146411552,146413664,292831296
1,1,0,148483968,19872,148482432
0,2,0,148325472,148327616,296591104
1,2,0,152645344,19648,152668320
0,3,0,150017472,150019424,300043552
1,3,0,160058752,20736,160066944
0,4,0,152574016,152576192,305090496
1,4,0,170910304,27136,170911872
0,5,0,156099776,156101984,312088416
1,5,0,189019008,23904,189031872
0,6,0,161135648,161137536,322024928
1,6,0,218440864,20704,218439328
0,7,0,166905760,166907936,333059360
1,7,0,278171072,21792,278190976
0,8,0,171701792,171703936,342453120
1,8,0,279475296,19648,279474272
0,9,0,200437024,200439168,386760352
1,9,0,348280768,20544,542027936
0,1,0,146705312,146707456,293395488
1,1,0,148628480,19584,148640672
0,2,0,148581696,148583840,297088512
1,2,0,152939872,19552,152953056
0,3,0,150309728,150311744,300499904
1,3,0,160514368,19168,160512864
0,4,0,152896992,152899168,305754400
1,4,0,171393824,20704,171399136
0,5,0,156092672,156094816,312142464
1,5,0,189035840,21088,189034304
0,6,0,161129824,161132000,321936288
1,6,0,217997280,20704,217998720
0,7,0,166987008,166989152,332631424
1,7,0,281042688,21824,281041344
0,8,0,171797024,171798912,343318944
1,8,0,279383872,20160,279384896
0,9,0,200141792,200143968,386719296
1,9,0,348322944,19712,541837536
0,1,0,146672160,146674304,293482080
1,1,0,148626624,19392,148634240
0,2,0,148539072,148541248,297007424
1,2,0,152886048,19360,152901024
0,3,0,150327392,150329312,300650560
1,3,0,160438944,19584,160441888
0,4,0,152833888,152836032,305682976
1,4,0,171417792,21728,171445312
0,5,0,156491040,156493216,312575936
1,5,0,188940032,21568,188964800
0,6,0,160346560,160348736,320689152
1,6,0,218778528,21888,218774976
0,7,0,166845728,166847872,332555296
1,7,0,280930336,21216,280952256
0,8,0,171579168,171581184,342379168
1,8,0,280920224,18528,280937536
0,9,0,200458272,200460416,386674976
1,9,0,342885376,18752,491139488
0,1,0,146464640,146466624,292937600
1,1,0,148385120,19648,148401888
0,2,0,148277568,148279744,296387264
1,2,0,152584096,19008,152594752
0,3,0,149958016,149960160,299816416
1,3,0,159997920,21568,160016160
0,4,0,152518528,152520672,305019552
1,4,0,170897184,21696,170911424
0,5,0,156096160,156098304,312057120
1,5,0,188988128,20928,189013312
0,6,0,160365824,160367936,320740608
1,6,0,218486176,20768,218476320
0,7,0,166093728,166095872,331846560
1,7,0,280979040,20992,281002048
0,8,0,171781536,171783808,342532992
1,8,0,277490464,29280,277506272
0,9,0,200456800,200458976,386691104
1,9,0,348087008,19584,541915360
0,1,0,146661536,146663712,293334976
1,1,0,148667776,19488,148673344
0,2,0,148596768,148598912,297007520
1,2,0,152987296,19936,152988320
0,3,0,150269984,150272288,300454656
1,3,0,160440640,20736,160449888
0,4,0,152884224,152886400,305766432
1,4,0,171436544,22496,171450560
0,5,0,156129760,156131904,312107264
1,5,0,188953472,21632,188973984
0,6,0,160372480,160374496,320744928
1,6,0,218575584,20640,218580896
0,7,0,166084384,166086720,331824512
1,7,0,281000704,20512,281038144
0,8,0,171920128,171922368,342656512
1,8,0,280392736,19712,280399360
0,9,0,200147232,200149408,386746592
1,9,0,348045792,19456,542056224
0,1,0,146647680,146649728,293358816
1,1,0,148658688,19104,148666944
0,2,0,148555616,148557760,296962048
1,2,0,152895104,19808,152905664
0,3,0,150252512,150254656,300406848
1,3,0,160433120,20832,160443104
0,4,0,152787584,152789728,305614080
1,4,0,171427456,21760,171450304
0,5,0,156142848,156144992,312157632
1,5,0,188972768,21312,188986688
0,6,0,160359616,160361760,320705152
1,6,0,218954816,21536,218941728
0,7,0,166976096,166978304,333198848
1,7,0,278177024,21504,278202272
0,8,0,171712768,171714880,342960384
1,8,0,280862528,19040,280868032
0,9,0,200408928,200411040,386624096
1,9,0,348047552,22624,542044576
0,1,0,146709664,146711808,293446496
1,1,0,148677696,19712,148690400
0,2,0,148625696,148627680,297053344
1,2,0,152898304,19584,152912384
0,3,0,150222368,150224544,300391424
1,3,0,160417888,18720,160429184
0,4,0,152860960,152862720,305737536
1,4,0,171445056,21728,171458528
0,5,0,156169248,156171424,312184640
1,5,0,188951584,25568,188973248
0,6,0,160376064,160378208,320724512
1,6,0,218401984,21792,218410240
0,7,0,166101440,166103552,331827488
1,7,0,280822144,21984,280834048
0,8,0,171714304,171716448,342773792
1,8,0,280302432,20032,280314336
0,9,0,200145440,200147456,386814336
1,9,0,348036128,19616,541947488
