Par,Size,start1,end1,start2,end2
0,1,0,371264896,371267040,742650080
1,1,0,379650816,22720,379664384
0,2,0,377490496,377492416,756705184
1,2,0,435940832,19296,435942304
0,3,0,408656672,408658848,817772544
1,3,0,592798784,26400,592800224
0,4,0,435937152,435939168,872280416
1,4,0,727214976,21920,727213536
0,5,0,496731808,496734016,994025536
1,5,0,918070400,21184,918068992
0,6,0,551253024,551255136,1105626464
1,6,0,1096908256,20672,1096909696
0,7,0,645177408,645179616,1296729696
1,7,0,1288697184,21664,1288695744
0,8,0,725132480,725134816,1456215200
1,8,0,1467559968,19552,1467558560
0,9,0,826342496,826344640,1658742272
1,9,0,1470056352,19968,1876883776
0,1,0,371437408,371439392,743107744
1,1,0,379829344,20096,379827904
0,2,0,377436160,377438304,757264800
1,2,0,436014016,19648,436015456
0,3,0,408644512,408646688,817594944
1,3,0,560787872,18848,560703360
0,4,0,435902432,435904448,872188352
1,4,0,725089760,21760,725088320
0,5,0,496817024,496819040,994942912
1,5,0,918256000,21440,918254432
0,6,0,550816224,550818208,1106400448
1,6,0,1104273536,21504,1104272032
0,7,0,644955040,644957088,1296784288
1,7,0,1292163072,21408,1292164512
0,8,0,724487104,724489120,1455273696
1,8,0,1462960448,19200,1462962112
0,9,0,825852288,825854464,1658225504
1,9,0,1468638912,18784,1875450944
0,1,0,371547264,371549408,743432640
1,1,0,380737792,19712,380750208
0,2,0,377271904,377273888,755021600
1,2,0,435937088,19232,435935680
0,3,0,408795712,408797888,818054560
1,3,0,592711968,19776,592710560
0,4,0,436040704,436042720,872489312
1,4,0,726178816,24416,726185952
0,5,0,497053664,497055840,995047424
1,5,0,916022592,21280,916020928
0,6,0,550918144,550920192,1106563104
1,6,0,1099020704,20832,1099019168
0,7,0,644067552,644069760,1294688512
1,7,0,1282816000,21856,1282814464
0,8,0,725375744,725377824,1456528256
1,8,0,1466273344,19424,1466274880
0,9,0,824876320,824878368,1657320672
1,9,0,1468006912,19616,1874907776
0,1,0,371495680,371497760,743308448
1,1,0,379848512,19680,379849920
0,2,0,377517760,377519776,755643360
1,2,0,436118784,18656,436120224
0,3,0,408882304,408884448,818255456
1,3,0,587769600,22880,587771008
0,4,0,435963488,435965536,871997568
1,4,0,724781632,22752,724780032
0,5,0,496947840,496950016,996769824
1,5,0,922100736,22144,922102176
0,6,0,550825088,550827264,1104997920
1,6,0,1097903040,21760,1097904576
0,7,0,644256320,644258496,1295776576
1,7,0,1286968480,22656,1286967072
0,8,0,723296800,723298816,1454466688
1,8,0,1466623616,18880,1466625152
0,9,0,823736192,823738208,1656104896
1,9,0,1472172192,18976,1879005248
0,1,0,371808160,371810304,743137696
1,1,0,379483904,19360,379482496
0,2,0,378747456,378749472,756631712
1,2,0,436013248,18752,436014688
0,3,0,408717344,408719520,817563456
1,3,0,588845280,20416,564659200
0,4,0,436019808,436021888,872504736
1,4,0,726477952,21120,726476512
0,5,0,496889984,496892000,994141568
1,5,0,922488608,22272,922490048
0,6,0,550877056,550879040,1105431648
1,6,0,1099088224,21600,1099086784
0,7,0,645230880,645232928,1296957152
1,7,0,1293207584,20832,1293209088
0,8,0,723369984,723372128,1454629728
1,8,0,1463140192,19904,1463135712
0,9,0,825434464,825436608,1657866080
1,9,0,1467342272,19584,1874157920
0,1,0,371264480,371266624,742798624
1,1,0,379799232,18912,379800800
0,2,0,377676992,377679008,756829088
1,2,0,436023872,18848,436025280
0,3,0,408727168,408729344,817760320
1,3,0,587539904,21280,587538464
0,4,0,436026784,436028832,872378752
1,4,0,726589664,21856,726588224
0,5,0,497178240,497180352,994052672
1,5,0,919205184,5696,919203616
0,6,0,550824864,550827040,1102946304
1,6,0,1102436608,35584,1097187008
0,7,0,644056960,644058944,1292943136
1,7,0,1292226240,21952,1282429088
0,8,0,723064192,723066368,1453653600
1,8,0,1451360256,20192,1466942464
0,9,0,822999744,823001920,1652835808
1,9,0,1525326880,19808,2094432736
0,1,0,371403040,371405216,742832672
1,1,0,379411136,19616,379424256
0,2,0,378179264,378181440,757360480
1,2,0,435935488,19296,435941984
0,3,0,408668288,408670464,817493216
1,3,0,589083648,20544,564987360
0,4,0,435856352,435858496,871796512
1,4,0,723934976,21632,728248896
0,5,0,496783936,496786048,995181408
1,5,0,920457728,21216,920456320
0,6,0,550824224,550826368,1103953920
1,6,0,1099258016,22208,1099256608
0,7,0,644193152,644195328,1292352192
1,7,0,1291269824,21088,1281380960
0,8,0,722636128,722637792,1452823008
1,8,0,1463555328,19840,1463556768
0,9,0,824369504,824371648,1656545120
1,9,0,1480600032,19392,2090216128
0,1,0,371341760,371343904,742724704
1,1,0,379675296,19776,379687232
0,2,0,377396032,377398176,756572864
1,2,0,436009024,19328,436014880
0,3,0,408925856,408928000,817892256
1,3,0,560880832,19136,560879424
0,4,0,435976064,435978240,872026496
1,4,0,724439392,21632,725029248
0,5,0,496778048,496780192,995581088
1,5,0,920497536,21696,919339968
0,6,0,550821472,550823648,1104610336
1,6,0,1101970976,21568,1096784896
0,7,0,644122752,644124928,1294223968
1,7,0,1278624576,21152,1283774784
0,8,0,724427040,724429376,1455068032
1,8,0,1451739104,19616,1464260928
0,9,0,824289760,824292032,1656260640
1,9,0,1471603904,19808,1877991392
0,1,0,371266368,371268352,742615328
1,1,0,380628192,19872,380640032
0,2,0,378116608,378118752,757664096
1,2,0,435987456,18752,435996992
0,3,0,408853152,408855360,817743776
1,3,0,587670752,20928,563882368
0,4,0,435823200,435825344,871751712
1,4,0,724860544,21344,725304640
0,5,0,496855712,496857728,993689536
1,5,0,915345504,21440,916305568
0,6,0,550802016,550804192,1105011808
1,6,0,1089876640,20480,1098230752
0,7,0,644382592,644384768,1293665248
1,7,0,1292521376,20480,1282636992
0,8,0,723131488,723133664,1453948064
1,8,0,1449412128,19648,1465030080
0,9,0,823101824,823104000,1655066048
1,9,0,1477074880,19392,2086640608
0,1,0,371353504,371355488,742791520
1,1,0,381038560,19584,381049984
0,2,0,379133312,379135488,756514432
1,2,0,435946400,18688,435956992
0,3,0,408795136,408797280,817632000
1,3,0,592685312,19072,568511744
0,4,0,435868352,435870496,871809760
1,4,0,724376128,21216,724987456
0,5,0,496784032,496786240,993606400
1,5,0,920524864,21344,919305024
0,6,0,550804768,550806944,1104469152
1,6,0,1089494752,21408,1097814272
0,7,0,644408928,644411072,1294579232
1,7,0,1293688256,21184,1283800448
0,8,0,722761696,722763840,1451189632
1,8,0,1455914080,19584,1466426080
0,9,0,824330240,824332416,1656272768
1,9,0,2092014336,19616,2092012928
