Par,Size,start1,end1,start2,end2
0,1,0,512491520,512493664,1025005152
1,1,0,519104160,23168,519105696
0,2,0,518786944,518789056,1038302912
1,2,0,534449344,23072,534447808
0,3,0,524486176,524488384,1049282464
1,3,0,559849536,19296,559842464
0,4,0,533819328,533821536,1068024448
1,4,0,600453408,19200,600464576
0,5,0,547898176,547900320,1094645216
1,5,0,662655808,23520,662654304
0,6,0,561595328,561597632,1122825056
1,6,0,760215168,19968,760213632
0,7,0,585223648,585226144,1167202400
1,7,0,979108800,23520,979107264
0,8,0,598378720,598380864,1195588576
1,8,0,984001280,23488,983999744
0,9,0,700745920,700748032,1352708992
1,9,0,1211285216,23040,1732456064
0,1,0,513586560,513588320,1027071168
1,1,0,520080960,23136,520082496
0,2,0,519479872,519481984,1039887808
1,2,0,535354976,25376,535353472
0,3,0,525528960,525531136,1051623328
1,3,0,561232224,23616,561233344
0,4,0,534953440,534955584,1070015680
1,4,0,601589600,23808,601591136
0,5,0,547766496,547768672,1094528448
1,5,0,663599136,72928,663606208
0,6,0,561630560,561632704,1122493984
1,6,0,763679776,23200,763678016
0,7,0,584570816,584573184,1166505824
1,7,0,980105408,23776,980106976
0,8,0,598531520,598533632,1195675040
1,8,0,987413536,23296,987415040
0,9,0,700701312,700703552,1352794944
1,9,0,1211366912,23904,1732466528
0,1,0,513425408,513427584,1027080544
1,1,0,520086464,23296,520088000
0,2,0,519458656,519460352,1039869600
1,2,0,535255392,24032,535256928
0,3,0,525445792,525447904,1051233056
1,3,0,561274080,19616,561275648
0,4,0,534684160,534686336,1069585440
1,4,0,600388992,18880,600387456
0,5,0,547281600,547283712,1093842144
1,5,0,663011968,5568,663013504
0,6,0,561831904,561834080,1123022208
1,6,0,763786784,19264,763788320
0,7,0,584807232,584809440,1166449824
1,7,0,982652576,19488,982649312
0,8,0,598150784,598152960,1195316096
1,8,0,986010336,22720,986011936
0,9,0,700743552,700745440,1352811968
1,9,0,1211336064,24224,1732267392
0,1,0,513211712,513213888,1026690080
1,1,0,519950304,22592,519948800
0,2,0,519306848,519309024,1039447936
1,2,0,535227072,29056,535228640
0,3,0,525425728,525427616,1051460608
1,3,0,561111200,19136,561109664
0,4,0,534873376,534875488,1069990432
1,4,0,600476960,19584,600475392
0,5,0,547634240,547636416,1094521152
1,5,0,664646592,24128,664648160
0,6,0,562043008,562045312,1123202656
1,6,0,764148992,5568,764150656
0,7,0,584854048,584856192,1166780608
1,7,0,981916928,23328,981918464
0,8,0,598304512,598306848,1195459776
1,8,0,981714016,23488,981712512
0,9,0,700759904,700761792,1352604416
1,9,0,1211375104,23200,1732627392
0,1,0,513386688,513388864,1026987936
1,1,0,519907840,25600,519906304
0,2,0,519505248,519507168,1040020224
1,2,0,535323936,23456,535322432
0,3,0,525596544,525598656,1051668064
1,3,0,561258208,20192,561259776
0,4,0,534775072,534777184,1070048672
1,4,0,600276640,19264,600278176
0,5,0,547635840,547638208,1094573696
1,5,0,662448256,19424,662446720
0,6,0,562169440,562171552,1123042400
1,6,0,760573984,24864,760575520
0,7,0,585051296,585053408,1166686528
1,7,0,982421152,18784,982419616
0,8,0,598579520,598581664,1196093056
1,8,0,985791040,23808,985789472
0,9,0,700721024,700723200,1352784256
1,9,0,1211363840,23200,1732311424
0,1,0,516988896,516991040,1034010656
1,1,0,520210720,24544,520209376
0,2,0,519609344,519611488,1039938432
1,2,0,535541600,24736,535552320
0,3,0,526007136,526008928,1051842112
1,3,0,561494176,19168,561478624
0,4,0,535199456,535201664,1070442080
1,4,0,601434976,23520,601440480
0,5,0,546674272,546676288,1092728224
1,5,0,662314880,24640,662364576
0,6,0,561575008,561577216,1123684640
1,6,0,762154592,18976,762131520
0,7,0,581809024,581811232,1161582432
1,7,0,973689440,23840,973687680
0,8,0,600714464,600716448,1201372928
1,8,0,992764128,24096,992760224
0,9,0,700644192,700646208,1356026048
1,9,0,1229914336,24448,1915010016
0,1,0,519028800,519030976,1038185280
1,1,0,519431360,23264,519450336
0,2,0,518759328,518761472,1038140608
1,2,0,534763776,24608,534774464
0,3,0,525161248,525163392,1050106336
1,3,0,560083392,19904,560069184
0,4,0,534143360,534145536,1068386752
1,4,0,600591168,23456,600619680
0,5,0,546684352,546686528,1092850688
1,5,0,658493792,19616,658529728
0,6,0,561695712,561697856,1123789344
1,6,0,761642528,24864,761715008
0,7,0,581904128,581906272,1161838944
1,7,0,979691936,19680,979692960
0,8,0,600671072,600673216,1201391744
1,8,0,987355680,25088,987372160
0,9,0,700577856,700580032,1356096032
1,9,0,1211645600,23936,1735857184
0,1,0,517117408,517119584,1034294560
1,1,0,520132704,22720,520148768
0,2,0,519616864,519619040,1039871168
1,2,0,535509696,22880,535536928
0,3,0,526019808,526021792,1051780128
1,3,0,561487488,19040,561488512
0,4,0,535262048,535264192,1070569600
1,4,0,600592064,19072,600611584
0,5,0,547646592,547648768,1093730912
1,5,0,658473728,24832,658505728
0,6,0,561797312,561799456,1123888864
1,6,0,762137824,18816,762152512
0,7,0,582021600,582023776,1162118880
1,7,0,979935104,28480,979968256
0,8,0,600741408,600743776,1201478720
1,8,0,985479936,25216,985559712
0,9,0,700592224,700594368,1356041248
1,9,0,1218201280,24416,1905753856
0,1,0,517107392,517109536,1034395520
1,1,0,520173984,23904,520181056
0,2,0,519682528,519684672,1039882112
1,2,0,535615328,22688,535637184
0,3,0,526156736,526158528,1052012064
1,3,0,561475808,19328,561477376
0,4,0,535312576,535314336,1070605280
1,4,0,601642624,24640,601664320
0,5,0,547712800,547714944,1093921632
1,5,0,662228096,20096,662271520
0,6,0,561848864,561850848,1123966176
1,6,0,763821344,24320,763874432
0,7,0,582011424,582013568,1161899424
1,7,0,980275360,20384,980333344
0,8,0,600647200,600649216,1201391584
1,8,0,990010784,24256,990009280
0,9,0,700627520,700629696,1356018144
1,9,0,1218286560,22976,1905523392
0,1,0,517277056,517279232,1034608192
1,1,0,520304384,23264,520326016
0,2,0,519677664,519679776,1039982560
1,2,0,535509920,23808,535521088
0,3,0,526333792,526335968,1052356736
1,3,0,561851328,21632,561882432
0,4,0,535321600,535323744,1070643712
1,4,0,600285216,23168,600281696
0,5,0,547358784,547360960,1093635296
1,5,0,658449120,26368,658484064
0,6,0,562073728,562075936,1123580736
1,6,0,763332960,25600,763306912
0,7,0,581404864,581406912,1160956256
1,7,0,973524800,23104,973616512
0,8,0,600988288,600990464,1201751360
1,8,0,994150016,22784,994164544
0,9,0,700548928,700550912,1355489696
1,9,0,1218282176,22880,1905403200
