Par,Size,start1,end1,start2,end2
0,1,0,371447552,371449536,664766336
1,1,0,373742624,19584,294552480
0,2,0,377538240,377540256,674324640
1,2,0,386204384,18720,386205984
0,3,0,408769504,408771712,709163392
1,3,0,428332352,20992,304976096
0,4,0,435886720,435888864,741415456
1,4,0,474636736,21632,474635200
0,5,0,496918176,496920384,809861760
1,5,0,557853440,22368,557852128
0,6,0,553800512,553802656,874492928
1,6,0,633904960,22848,633906496
0,7,0,646121664,646123808,979021536
1,7,0,730914624,20704,730916288
0,8,0,727866144,727868288,1071192640
1,8,0,818752480,28768,818750944
0,9,0,827818656,827821056,1201596256
1,9,0,932420192,19392,932421792
0,1,0,371534144,371536160,665080960
1,1,0,373892992,18272,294995584
0,2,0,379735616,379737824,677077888
1,2,0,386321952,18688,299714560
0,3,0,408929440,408931584,709943168
1,3,0,427073888,21248,427072576
0,4,0,435975808,435977792,742216288
1,4,0,474215264,21408,314621184
0,5,0,499173056,499175200,811787488
1,5,0,561340192,5824,561338656
0,6,0,552668160,552670304,872954560
1,6,0,633663008,20320,355953568
0,7,0,647485216,647487232,982120672
1,7,0,729786464,20800,729787776
0,8,0,724802432,724804608,1066596000
1,8,0,818241248,19712,506308832
0,9,0,824942336,824944512,1198664608
1,9,0,925339424,19264,925337888
0,1,0,371501504,371503680,665322368
1,1,0,373797984,19552,373796224
0,2,0,377190144,377192288,674176096
1,2,0,386091232,19168,386089920
0,3,0,408678144,408679808,709260288
1,3,0,428535552,20896,428537088
0,4,0,435910528,435912672,742020192
1,4,0,474592256,23168,474593792
0,5,0,498991328,498993472,811446496
1,5,0,560661280,22432,560659936
0,6,0,552604192,552606208,872850912
1,6,0,635686720,21568,355596544
0,7,0,648116000,648118016,982779488
1,7,0,727299776,22720,727301344
0,8,0,723311360,723313504,1066657088
1,8,0,820630784,18944,820632512
0,9,0,827735200,827737216,1201627456
1,9,0,907949664,19584,1207859552
0,1,0,371325152,371327488,664542336
1,1,0,373638560,19136,373640064
0,2,0,377910752,377912928,674592352
1,2,0,386200128,19008,386201440
0,3,0,408624640,408626624,708542880
1,3,0,426842304,21088,305080928
0,4,0,435781440,435783584,740911712
1,4,0,474631616,22496,314920384
0,5,0,499168064,499170080,811896000
1,5,0,558456928,22816,331211744
0,6,0,552205888,552208064,873021504
1,6,0,632923072,20832,357450304
0,7,0,646008800,646010976,977157312
1,7,0,728814368,23104,406137024
0,8,0,725075072,725077248,1066634880
1,8,0,820849472,19872,507803936
0,9,0,825533856,825536032,1199610720
1,9,0,933277600,19200,918410304
0,1,0,371457856,371460000,664859552
1,1,0,373773792,19424,294935200
0,2,0,377563424,377565568,674507040
1,2,0,386240320,20320,299713024
0,3,0,408689088,408691136,709218880
1,3,0,426928032,24608,305674080
0,4,0,435863168,435865312,741631872
1,4,0,473161088,29792,313903040
0,5,0,496781344,496783488,808761280
1,5,0,557091616,21792,330713312
0,6,0,552607008,552609184,873389888
1,6,0,633586272,21504,357392576
0,7,0,645367136,645369152,976548640
1,7,0,731301568,24128,407189440
0,8,0,725491232,725493376,1067004704
1,8,0,819221248,19008,507944768
0,9,0,827114688,827116704,1201122336
1,9,0,932424320,18880,917916192
0,1,0,371573088,371575168,665039264
1,1,0,373766016,19424,294983200
0,2,0,377823008,377825216,674707296
1,2,0,386285888,19200,299714048
0,3,0,408949152,408951328,709478240
1,3,0,428604000,18848,305607712
0,4,0,435963648,435965632,741719296
1,4,0,473463808,21152,314027104
0,5,0,498787360,498789568,810829344
1,5,0,562068736,42464,332529888
0,6,0,552141824,552144000,872951936
1,6,0,639206016,21440,359181728
0,7,0,645878176,645880352,977061984
1,7,0,728296512,22272,406521632
0,8,0,724568160,724570368,1065902624
1,8,0,820923936,23136,820925760
0,9,0,826116928,826119072,1200003808
1,9,0,931833248,19744,916092192
0,1,0,371808512,371810656,664839360
1,1,0,374180800,19360,294679616
0,2,0,377987424,377989568,674442176
1,2,0,386455040,23776,299253056
0,3,0,409066848,409069024,709079648
1,3,0,427071136,20992,305152768
0,4,0,436014144,436016288,741205760
1,4,0,474814304,20864,314922048
0,5,0,498843392,498845536,810917472
1,5,0,561867840,21152,331853248
0,6,0,552092896,552095040,872893600
1,6,0,637918880,21280,357776672
0,7,0,646136576,646138592,977331328
1,7,0,732007840,21504,408137216
0,8,0,724301824,724303936,1065688096
1,8,0,820368768,19136,508194080
0,9,0,825042976,825045152,1197397248
1,9,0,927240352,18784,913834048
0,1,0,371643808,371645952,664616960
1,1,0,374000960,18912,294678240
0,2,0,377670816,377673024,674088608
1,2,0,386416768,19936,299218624
0,3,0,408818688,408820832,708688544
1,3,0,428701056,19552,305069472
0,4,0,436046912,436048928,741234240
1,4,0,475648064,21152,315520640
0,5,0,496826464,496828640,809032480
1,5,0,560242080,22432,332377536
0,6,0,553208224,553210240,873990208
1,6,0,635741024,22336,357432320
0,7,0,645543424,645545568,976730592
1,7,0,731520320,21600,404759936
0,8,0,725639872,725641984,1067006656
1,8,0,818366816,19328,507280672
0,9,0,824615200,824617344,1196959904
1,9,0,931527840,19456,922973888
0,1,0,371513792,371515936,664948704
1,1,0,373818912,18912,295029408
0,2,0,377506816,377508800,674348416
1,2,0,386209984,19488,299722784
0,3,0,408844640,408846752,709256544
1,3,0,427094080,18304,305690656
0,4,0,435900704,435902848,741586752
1,4,0,475337568,21216,315314496
0,5,0,496869472,496871616,808954144
1,5,0,561870016,22976,331750112
0,6,0,552666656,552668800,873477728
1,6,0,634979744,23008,357045056
0,7,0,646560576,646562720,977741408
1,7,0,730181376,21440,406383328
0,8,0,726139200,726141344,1069170528
1,8,0,818974976,19072,505861568
0,9,0,827211168,827213184,1201049088
1,9,0,931539616,19616,931538080
0,1,0,371550912,371553088,664469216
1,1,0,374043712,19552,294660640
0,2,0,379552928,379555104,675896224
1,2,0,386447392,19232,299249632
0,3,0,408917856,408920064,708766880
1,3,0,426996160,20320,305139680
0,4,0,435945344,435947488,741083328
1,4,0,475250080,31296,314843968
0,5,0,498634336,498636512,810671520
1,5,0,560184384,21408,331288736
0,6,0,551908256,551909984,872690560
1,6,0,636385280,21088,358281088
0,7,0,645898624,645900992,977093024
1,7,0,732651168,21248,406823328
0,8,0,724012480,724014592,1065340640
1,8,0,821190208,19072,507279136
0,9,0,824717952,824720096,1197073152
1,9,0,933403744,20448,933405280
