Par,Size,start1,end1,start2,end2
0,1,0,219656096,219658272,591040480
1,1,0,220857600,26528,373357632
0,2,0,222387520,222389408,601987008
1,2,0,224378368,22752,384446592
0,3,0,224941920,224944064,634330336
1,3,0,228889792,20352,422920032
0,4,0,228937504,228939680,665002208
1,4,0,234899552,23872,463864480
0,5,0,233853408,233855552,731104832
1,5,0,540691680,20736,540690336
0,6,0,240050784,240052928,792762432
1,6,0,263706592,21184,610325376
0,7,0,249932416,249934048,896647104
1,7,0,703108736,22880,703115168
0,8,0,256531968,256534112,982986944
1,8,0,797233536,22688,797240928
0,9,0,300535104,300537248,1128898048
1,9,0,720645856,27200,1127395264
0,1,0,219683712,219685696,591128192
1,1,0,373326016,23104,373324608
0,2,0,222332672,222334816,599906656
1,2,0,224339328,22304,384425152
0,3,0,224890976,224892992,633726368
1,3,0,228813376,20320,422720544
0,4,0,228874048,228875680,665211136
1,4,0,234814368,22816,463788704
0,5,0,233908224,233910400,730896672
1,5,0,541926272,27904,541924960
0,6,0,240011072,240013216,791960736
1,6,0,264331904,23104,611632128
0,7,0,249903136,249905280,896684096
1,7,0,707909952,24896,707911264
0,8,0,255716256,255718400,982656064
1,8,0,799136256,25824,799134720
0,9,0,300511680,300513568,1128659392
1,9,0,717875744,22624,1124660416
0,1,0,219652992,219655168,591038176
1,1,0,373064192,29856,373065728
0,2,0,222167744,222169888,600621632
1,2,0,384640064,22848,384638720
0,3,0,224872352,224874528,633604864
1,3,0,228645568,21376,422503296
0,4,0,228919104,228921248,664847424
1,4,0,234808928,23456,464831456
0,5,0,233974752,233976960,730977344
1,5,0,541595872,22112,541597408
0,6,0,240045152,240047168,791952096
1,6,0,263924096,21856,608613152
0,7,0,250909888,250912096,897732992
1,7,0,705609248,20896,705610784
0,8,0,257012800,257014976,982536992
1,8,0,796273344,22752,796274880
0,9,0,300198336,300200256,1129875648
1,9,0,720855488,30176,1124185696
0,1,0,219266368,219268352,590703008
1,1,0,220408096,22528,373128896
0,2,0,221873408,221875552,599293696
1,2,0,384553600,23680,384554880
0,3,0,224491200,224493216,633351968
1,3,0,228414976,23552,422931872
0,4,0,228458304,228460448,664468736
1,4,0,463817664,21568,463816128
0,5,0,233878432,233880608,730762336
1,5,0,246121152,21216,540516608
0,6,0,240121120,240123008,791426784
1,6,0,264621600,23232,612655520
0,7,0,250880416,250882528,897605952
1,7,0,300823648,23456,708270304
0,8,0,257197216,257199488,984410496
1,8,0,794090432,22912,794088928
0,9,0,300513184,300515360,1128627968
1,9,0,720752672,23008,1123613024
0,1,0,219201248,219203232,590464320
1,1,0,373232064,23008,373230528
0,2,0,221978976,221981120,599983136
1,2,0,384646016,23168,384644384
0,3,0,224551392,224553536,633692928
1,3,0,228389312,22848,422800416
0,4,0,228481568,228483712,664550592
1,4,0,234899328,21376,464730208
0,5,0,234030656,234032800,731109088
1,5,0,538715392,21408,538713856
0,6,0,240525952,240528096,793857600
1,6,0,264316032,22656,610881184
0,7,0,249936448,249938656,896489664
1,7,0,706280128,24096,706278816
0,8,0,257396864,257399232,983539200
1,8,0,794661408,22272,794662944
0,9,0,300550400,300552608,1128846752
1,9,0,720822176,25760,1124284288
0,1,0,219629888,219632224,591108928
1,1,0,220751264,22240,373045792
0,2,0,222343392,222345600,600638976
1,2,0,224336448,22976,384417888
0,3,0,224974336,224976480,633670560
1,3,0,228688576,22720,422388096
0,4,0,228940160,228942496,664817024
1,4,0,463826016,22432,463824704
0,5,0,233844160,233846336,730606368
1,5,0,246173312,20640,543476544
0,6,0,240045184,240047200,790988192
1,6,0,263775392,22464,612486176
0,7,0,248536928,248539136,894630560
1,7,0,300306208,23136,706122560
0,8,0,255811328,255813472,980665952
1,8,0,361988128,22976,795341600
0,9,0,300473472,300475616,1125809696
1,9,0,354445568,22688,959267104
0,1,0,219729472,219731616,591295872
1,1,0,220875104,22816,373270016
0,2,0,222259936,222262080,599962688
1,2,0,224391424,22304,384634080
0,3,0,225069120,225071264,634062432
1,3,0,228699552,22016,422442912
0,4,0,228955712,228957856,664909984
1,4,0,234850112,21568,463767648
0,5,0,233878464,233880640,730726624
1,5,0,246964000,21248,540554656
0,6,0,240037376,240039360,790973696
1,6,0,264300512,22880,614718048
0,7,0,248609760,248611904,894714944
1,7,0,300335296,22464,704523808
0,8,0,255810272,255812448,982204096
1,8,0,360256512,22912,794886656
0,9,0,300454976,300457152,1127831808
1,9,0,354647616,23424,956932768
0,1,0,219721440,219723616,591277152
1,1,0,220859936,22656,373279616
0,2,0,222242016,222244000,599789856
1,2,0,224390944,22432,384629760
0,3,0,224967904,224970048,633632832
1,3,0,228711104,21824,422441344
0,4,0,228959264,228961440,664955232
1,4,0,234878720,20672,463666784
0,5,0,233821152,233823264,730611104
1,5,0,246660672,23712,540979648
0,6,0,240015616,240017760,791296480
1,6,0,264361376,22752,613504576
0,7,0,248547200,248549376,894923328
1,7,0,301279424,23008,709311072
0,8,0,255778592,255780896,982490496
1,8,0,360638464,62976,796160000
0,9,0,300151168,300153344,1127911456
1,9,0,353910848,23104,957921504
0,1,0,219223936,219226080,590682304
1,1,0,220381216,23328,373127584
0,2,0,221980608,221982720,600581696
1,2,0,224028544,30880,384525376
0,3,0,224627552,224629696,633590784
1,3,0,228531072,21280,422928288
0,4,0,228553856,228556000,664587040
1,4,0,234954464,22016,463865344
0,5,0,233844192,233846368,730702880
1,5,0,246572896,20576,541870016
0,6,0,240029920,240032224,790999296
1,6,0,264136192,20448,611772800
0,7,0,248570432,248572544,894791040
1,7,0,300440960,21152,707890176
0,8,0,256642176,256644288,981844608
1,8,0,361244736,22944,796077024
0,9,0,300535648,300537824,1128471840
1,9,0,353691296,23136,958227104
0,1,0,219735072,219737088,591278880
1,1,0,220805248,22784,373251072
0,2,0,222343488,222345472,600022592
1,2,0,224402304,22656,384676864
0,3,0,225036000,225038144,634008896
1,3,0,228751616,20928,422547008
0,4,0,229057280,229059424,665096800
1,4,0,234927168,20672,463929184
0,5,0,233863136,233865312,730720576
1,5,0,247263424,38720,540774656
0,6,0,240027616,240029760,790951040
1,6,0,263882144,23040,614294880
0,7,0,248547136,248549344,895017856
1,7,0,299799232,23072,705091712
0,8,0,255777056,255779232,984063264
1,8,0,362671904,22976,797505536
0,9,0,300458368,300460480,1127837888
1,9,0,354724896,22464,959129856
