Par,Size,start1,end1,start2,end2
0,1,0,369621472,369623616,442679520
1,1,0,370158272,19968,73369824
0,2,0,375678368,375680512,449630720
1,2,0,379428672,19424,74626560
0,3,0,406751712,406753888,481525216
1,3,0,412589472,18528,76182112
0,4,0,434386336,434388480,510483840
1,4,0,444302880,19392,78145408
0,5,0,496035648,496037792,573800288
1,5,0,510558304,19200,82218720
0,6,0,550320064,550322048,630131776
1,6,0,568269856,19488,87832448
0,7,0,643966336,643968352,726766816
1,7,0,660906304,19936,99760480
0,8,0,722422816,722425024,807481440
1,8,0,741625504,20096,123576672
0,9,0,822522560,822524544,914923488
1,9,0,845661632,20032,233755264
0,1,0,370865024,370867168,443991552
1,1,0,371293440,19488,73558208
0,2,0,376895296,376897440,450999808
1,2,0,380734432,19360,74807008
0,3,0,408009568,408011712,482917440
1,3,0,413402112,19520,76231616
0,4,0,435551456,435553568,511760352
1,4,0,445424960,19360,78269760
0,5,0,496680448,496682368,574534944
1,5,0,510835456,20416,82101664
0,6,0,551058080,551059872,631426720
1,6,0,569124736,19680,87921152
0,7,0,643887456,643889472,726713760
1,7,0,661730720,19776,661732128
0,8,0,724515488,724517632,810337472
1,8,0,742065440,19136,123891264
0,9,0,824562112,824564256,918329440
1,9,0,844566624,19392,233016832
0,1,0,371462464,371464608,445235648
1,1,0,371973408,20032,73742624
0,2,0,377331232,377333376,451586144
1,2,0,381059264,19360,74844224
0,3,0,408543232,408545408,483505152
1,3,0,414312384,19040,76246560
0,4,0,435902912,435905056,512612544
1,4,0,445739584,20096,78304128
0,5,0,496866816,496868928,575246048
1,5,0,511366816,19744,82214976
0,6,0,550786944,550789120,630688448
1,6,0,570836352,19520,88717472
0,7,0,644411584,644413568,727943296
1,7,0,663049184,24928,100867424
0,8,0,725942400,725944384,812168480
1,8,0,747473920,19168,124817408
0,9,0,827117536,827119552,920910752
1,9,0,853413120,19872,853418592
0,1,0,370956768,370958944,444229792
1,1,0,371710240,19712,73717376
0,2,0,377213248,377215456,451951328
1,2,0,381178336,19040,75002176
0,3,0,408735392,408737408,484313504
1,3,0,413926880,19392,76388096
0,4,0,435852224,435854368,512103392
1,4,0,446761376,19712,78909408
0,5,0,496919200,496921376,575385280
1,5,0,513496416,19360,82847104
0,6,0,552808704,552810752,633365120
1,6,0,570972928,18528,88711584
0,7,0,647453888,647455872,731457728
1,7,0,664929696,19584,100803904
0,8,0,724318560,724320704,809812960
1,8,0,745426944,19488,745425536
0,9,0,827424192,827426336,921220096
1,9,0,849108768,20160,235624416
0,1,0,371213568,371215584,444972160
1,1,0,371800448,18656,73748224
0,2,0,377366496,377368576,451849536
1,2,0,381036096,5536,74847520
0,3,0,408561984,408564000,483961888
1,3,0,414168832,18944,76229184
0,4,0,435883104,435885248,512589344
1,4,0,447855616,19680,78921696
0,5,0,496805664,496807808,575346368
1,5,0,512640064,19616,82817440
0,6,0,552866784,552868960,633067360
1,6,0,570408800,19392,88683072
0,7,0,644342944,644345152,727817376
1,7,0,664071424,19680,100878496
0,8,0,727584032,727586240,813456064
1,8,0,747293088,19424,125044032
0,9,0,827251936,827254112,920993280
1,9,0,851644608,19872,237375712
0,1,0,369684416,369686656,443014080
1,1,0,370054368,19040,73508800
0,2,0,375147840,375149984,449213856
1,2,0,379254752,19392,74754656
0,3,0,406347904,406350048,481196096
1,3,0,412477632,19328,76276288
0,4,0,433890432,433892576,510099072
1,4,0,443820320,19392,78264512
0,5,0,495460000,495462144,573059968
1,5,0,509666368,19360,81872320
0,6,0,549800448,549802592,629726048
1,6,0,567851328,19168,87869024
0,7,0,643532160,643534336,725999712
1,7,0,660570784,19456,99396768
0,8,0,722160768,722162912,807204160
1,8,0,741390912,19584,123460064
0,9,0,822339776,822341952,914804736
1,9,0,840304800,18560,232170560
0,1,0,370708064,370710176,443830464
1,1,0,371196864,18688,73578624
0,2,0,376644224,376646368,450723040
1,2,0,380507904,18976,74797504
0,3,0,407818496,407820672,482677664
1,3,0,413736800,19136,76203072
0,4,0,435433696,435435840,511638112
1,4,0,445292800,19360,78244128
0,5,0,496534336,496536512,574261600
1,5,0,510798176,18944,82064480
0,6,0,551135296,551137056,631063584
1,6,0,569021824,27904,569023360
0,7,0,644330784,644332768,726882592
1,7,0,661116096,19424,99548256
0,8,0,722660352,722662496,808181024
1,8,0,741975904,19712,123622720
0,9,0,824272544,824274720,918167264
1,9,0,837552224,19360,912745440
0,1,0,371313088,371315104,445085792
1,1,0,371674240,19456,73774816
0,2,0,378202816,378205024,452942496
1,2,0,380695712,19584,74983040
0,3,0,408295712,408297888,483647488
1,3,0,413661408,19104,76225280
0,4,0,435526400,435528544,512165344
1,4,0,445321632,20800,78244256
0,5,0,496767680,496769664,574987648
1,5,0,511302016,28992,82311456
0,6,0,550759616,550761824,631280000
1,6,0,568824096,19264,88041696
0,7,0,644036832,644038816,727274304
1,7,0,661265504,19392,99815392
0,8,0,725824288,725826432,811718752
1,8,0,744339808,19360,123851072
0,9,0,826037792,826039968,920005344
1,9,0,847760320,19328,232025376
0,1,0,371338464,371340800,445128064
1,1,0,371827232,19296,73727456
0,2,0,378321408,378323744,452501152
1,2,0,381199264,19008,381200704
0,3,0,408632416,408634432,484006528
1,3,0,414314080,18752,76230944
0,4,0,435835200,435837344,512512096
1,4,0,445588704,19168,78292224
0,5,0,496739360,496741472,574521152
1,5,0,511014528,19168,82125600
0,6,0,550835744,550837888,631342176
1,6,0,571372736,19296,88784288
0,7,0,644078240,644080448,726977472
1,7,0,664553440,20128,664551904
0,8,0,724279968,724282080,809732320
1,8,0,745758496,19616,125037216
0,9,0,828453856,828456000,922432672
1,9,0,853183776,19648,234898784
0,1,0,371174656,371176832,444482368
1,1,0,371929376,19520,73781248
0,2,0,377226432,377228576,451662336
1,2,0,380941600,19392,74999232
0,3,0,408520192,408522400,483982848
1,3,0,414291712,19680,76387840
0,4,0,435911296,435913472,512723488
1,4,0,445639936,19968,78459552
0,5,0,496801728,496803872,574968800
1,5,0,511111392,19712,82084320
0,6,0,550883424,550885696,631562240
1,6,0,570483968,18816,570485376
0,7,0,645454752,645456896,728339776
1,7,0,665393248,19200,665400256
0,8,0,722754912,722756960,808518560
1,8,0,747304192,19296,124802368
0,9,0,827202240,827211040,921102560
1,9,0,844895456,19200,234603072
