Par,Size,start1,end1,start2,end2
0,1,0,371255680,371257856,1094098272
1,1,0,842449088,101888,842450496
0,2,0,377232256,377234272,1022010912
1,2,0,830070784,92576,830072192
0,3,0,408433568,408435712,959424160
1,3,0,880400576,20672,880399072
0,4,0,435832832,435834976,932706496
1,4,0,821697152,19680,821695648
0,5,0,496806304,496808320,932723456
1,5,0,820290528,19296,820291936
0,6,0,550849984,550852000,959618208
1,6,0,849132832,19200,849131392
0,7,0,644056096,644058272,1019909792
1,7,0,832127488,95552,832126048
0,8,0,722769888,722772032,1094620096
1,8,0,845755072,90080,845753632
0,1,0,371281184,371283168,1094486656
1,1,0,842719680,91456,842720928
0,2,0,377276192,377278176,1021561920
1,2,0,862763392,92288,862761984
0,3,0,408660640,408662784,976667168
1,3,0,840626048,19200,840624608
0,4,0,435772352,435774496,932636480
1,4,0,821270816,19488,821263520
0,5,0,496847264,496849408,933244480
1,5,0,820459072,19072,820465088
0,6,0,562001120,562003136,971157088
1,6,0,844538080,22400,844536640
0,7,0,644313856,644316000,1024498912
1,7,0,831948064,91360,831946656
0,8,0,722785536,722787616,1094317568
1,8,0,845893824,90848,845892416
0,1,0,370987712,370989856,1093661216
1,1,0,842626400,92448,842627872
0,2,0,379058560,379060768,1023535328
1,2,0,858999936,91392,858998496
0,3,0,408464512,408466656,959716384
1,3,0,847519712,20128,847521120
0,4,0,435911328,435913536,933167232
1,4,0,821275552,19488,821276992
0,5,0,496808832,496810816,933072832
1,5,0,820376768,22528,820378240
0,6,0,550923936,550926208,960073248
1,6,0,844765952,20032,844764448
0,7,0,644223552,644225728,1023250912
1,7,0,832130016,90784,832128608
0,8,0,722819488,722821536,1094621504
1,8,0,845542080,92320,845543488
0,1,0,371217792,371219904,1094285088
1,1,0,877986560,90144,877985088
0,2,0,377234688,377236704,1021909696
1,2,0,830328064,89760,830329600
0,3,0,408491072,408493248,959732800
1,3,0,847555104,19392,847553664
0,4,0,435874432,435876608,932918912
1,4,0,821312096,19584,821310560
0,5,0,522133472,522135424,958286432
1,5,0,820302144,21728,820303552
0,6,0,550842208,550844192,959887168
1,6,0,849074528,19968,849076000
0,7,0,644909248,644911392,1022773088
1,7,0,832278016,91616,832279424
0,8,0,722752192,722754368,1094586208
1,8,0,874426592,89056,874425184
0,1,0,371175648,371177856,1094301056
1,1,0,842935680,94592,842934272
0,2,0,378647840,378649824,1022886976
1,2,0,830100672,89888,830099264
0,3,0,408583744,408585920,959868480
1,3,0,847519072,24320,847517664
0,4,0,468538368,468540512,965811712
1,4,0,821169184,19296,821167744
0,5,0,496791072,496793152,932773024
1,5,0,820423104,19808,820424512
0,6,0,550858240,550860384,961931424
1,6,0,849227264,19840,849228704
0,7,0,644116416,644118528,1023768032
1,7,0,865820320,94240,865821728
0,8,0,722782912,722784960,1094658208
1,8,0,846528960,89216,846530368
