Par,Size,start1,end1,start2,end2
0,1,0,372144640,372146784,969357184
1,1,0,598886496,95296,598888032
0,2,0,379233024,379235168,963117856
1,2,0,409367200,92160,587930336
0,3,0,408622816,408624992,967561536
1,3,0,568510624,19680,568512192
0,4,0,435663104,435665312,980958016
1,4,0,502739392,23744,563862208
0,5,0,506100480,506102464,1040471648
1,5,0,581994688,28992,581996224
0,6,0,551056224,551058368,1077328288
1,6,0,653023200,23168,653024768
0,7,0,644350784,644353056,1164837536
1,7,0,703111200,88384,588709728
0,8,0,722755232,722757248,1236615296
1,8,0,763152448,92800,763150912
0,1,0,372984160,372986272,970673760
1,1,0,634444512,89792,634446048
0,2,0,377373184,377375168,959795264
1,2,0,586826208,91968,586824672
0,3,0,408803648,408805792,967815328
1,3,0,568494496,23424,568492992
0,4,0,435940640,435942784,981353408
1,4,0,563681728,23936,563680160
0,5,0,497153120,497155232,1031433920
1,5,0,583431232,32608,583429696
0,6,0,565796000,565797760,1091026208
1,6,0,654686464,23424,654684928
0,7,0,644027264,644029408,1164369312
1,7,0,702151776,95712,702150592
0,8,0,722788384,722790528,1235661568
1,8,0,760273184,93504,760274784
0,1,0,371208864,371211008,966818048
1,1,0,390792800,94976,595919808
0,2,0,377868896,377871040,959901376
1,2,0,448329856,100448,625548000
0,3,0,408765728,408767872,967421312
1,3,0,452505280,25152,569695968
0,4,0,435809152,435811136,981468448
1,4,0,563147296,19328,563148832
0,5,0,496848384,496850496,1031311232
1,5,0,580855168,28064,580856704
0,6,0,550855936,550857952,1076187872
1,6,0,654929216,26816,654930752
0,7,0,680423392,680425536,1199777408
1,7,0,702045184,95232,702038048
0,8,0,722803200,722805376,1235495264
1,8,0,760125440,134016,760123936
0,1,0,371163616,371165760,966287872
1,1,0,390851680,100896,596004256
0,2,0,379000736,379002752,957624192
1,2,0,407289664,90816,581312800
0,3,0,408419584,408421792,967924032
1,3,0,475620064,20000,591337312
0,4,0,435842240,435844384,981045504
1,4,0,500021760,19904,561028320
0,5,0,496665120,496667264,1032371328
1,5,0,580197472,18976,564118368
0,6,0,550658816,550660960,1075317248
1,6,0,654522624,25024,580504160
0,7,0,655192704,655194688,1173641120
1,7,0,701666848,99168,588086656
0,8,0,722637536,722639712,1234815840
1,8,0,758938336,87104,758936832
0,1,0,371677056,371679232,966955360
1,1,0,595882432,91392,595883968
0,2,0,378940480,378942560,957657120
1,2,0,407189984,111136,581418400
0,3,0,408428384,408430368,967998496
1,3,0,475998336,19840,593066368
0,4,0,435584576,435586592,981715648
1,4,0,500206400,19744,562040256
0,5,0,496732096,496734080,1032583520
1,5,0,581435168,23072,565076256
0,6,0,550652384,550654752,1075336992
1,6,0,654283584,23776,580329824
0,7,0,672164448,672166464,1190523360
1,7,0,701520384,100096,587990464
0,8,0,722634144,722636320,1234772672
1,8,0,759807200,96000,614577184
