Par,Size,start1,end1,start2,end2
0,1,0,398709504,398711488,653689632
1,1,0,383582144,102592,255589760
0,2,0,377483392,377485376,626572256
1,2,0,395141984,94304,250877760
0,3,0,408645760,408647904,648179744
1,3,0,445762048,21184,257697888
0,4,0,435705760,435707872,668891840
1,4,0,466612192,23552,239316960
0,5,0,496706784,496708928,725904704
1,5,0,535456928,23936,241014784
0,6,0,581306016,581308160,805742752
1,6,0,596372384,24192,249048768
0,7,0,644087744,644089920,866166816
1,7,0,668396000,92512,251068960
0,8,0,722657408,722659552,941944320
1,8,0,760407520,100160,284245984
0,1,0,371312320,371314496,626636896
1,1,0,383459136,90688,383457824
0,2,0,377156640,377158784,626316256
1,2,0,395940288,92256,250903232
0,3,0,408473632,408475904,648059168
1,3,0,430544320,38336,242963488
0,4,0,435863360,435865504,669593888
1,4,0,466908896,20672,466907360
0,5,0,496691648,496693792,726023584
1,5,0,535339808,22944,240942336
0,6,0,550803776,550805984,775735776
1,6,0,596432448,23456,249047840
0,7,0,644006752,644008768,866602016
1,7,0,668494976,92480,668493664
0,8,0,722620512,722622528,942268256
1,8,0,738268192,93440,262324064
0,1,0,395025536,395027552,649846848
1,1,0,383326368,164480,255569024
0,2,0,377206784,377208896,626770752
1,2,0,395813376,90400,250866048
0,3,0,408492288,408494272,648489120
1,3,0,469052384,24224,275685344
0,4,0,435761088,435763264,669372288
1,4,0,466661088,24640,239295008
0,5,0,496810496,496812544,726497440
1,5,0,535856896,23552,240964544
0,6,0,573480288,573482304,798409184
1,6,0,596488256,21152,249064864
0,7,0,644219296,644221440,866436672
1,7,0,668505056,91648,251032704
0,8,0,722722880,722725088,942501984
1,8,0,768043104,91424,768041568
0,1,0,371164384,371166528,626507424
1,1,0,383408832,93568,255505984
0,2,0,377272416,377274560,626839872
1,2,0,396013216,90560,396011904
0,3,0,440620832,440622976,680192544
1,3,0,430997952,21728,243012256
0,4,0,435905824,435908000,669369056
1,4,0,467013664,21600,239326752
0,5,0,496749856,496751872,726380224
1,5,0,575017792,23360,274178528
0,6,0,550817472,550819616,775744000
1,6,0,597299328,22624,249451104
0,7,0,644203424,644205568,866837376
1,7,0,668758336,130144,668756768
0,8,0,750631136,750633120,970310176
1,8,0,738198912,95520,262260064
0,1,0,371060096,371062144,625916032
1,1,0,383430080,90400,255475776
0,2,0,377098208,377100160,626175968
1,2,0,427784640,90752,280140288
0,3,0,408499328,408501472,647496960
1,3,0,431076800,22272,242508032
0,4,0,435534080,435536224,668775488
1,4,0,467034688,21472,239375648
0,5,0,530239168,530241312,758972640
1,5,0,535312992,22976,240546528
0,6,0,550836896,550839072,776068672
1,6,0,596395040,5568,596396608
0,7,0,644108704,644110688,866624608
1,7,0,696512480,90496,276995328
0,8,0,722596544,722598528,942265088
1,8,0,738268672,99072,262294400
