0,1,0,73060928,73063072,157985760
1,1,0,88909952,91936,88998304
0,2,0,85608416,85610688,175150016
1,2,0,96345152,92128,96463264
0,3,0,74846368,74848352,154544704
1,3,0,89286592,19712,89301920
0,4,0,76135936,76138080,153868576
1,4,0,103234080,19424,103258816
0,5,0,77764832,77766976,153912832
1,5,0,90530240,19168,90541984
0,6,0,79829472,79831616,154719936
1,6,0,89430592,20224,89436832
0,7,0,95652288,95654048,180796544
1,7,0,96511136,88768,96512768
0,8,0,85121984,85124128,158248928
1,8,0,89009952,90016,89055616
0,1,0,73129792,73131904,158160864
1,1,0,103417632,89632,103419136
0,2,0,74159072,74161280,157779648
1,2,0,96341536,90752,96438528
0,3,0,74925536,74927648,154748704
1,3,0,89394624,19552,89396032
0,4,0,88357088,88358816,178464224
1,4,0,89254560,19520,89281568
0,5,0,77829536,77831712,154020224
1,5,0,90674496,18880,90675936
0,6,0,79876224,79878368,154816000
1,6,0,103640448,19328,103656928
0,7,0,82705856,82708000,156847488
1,7,0,96399488,90880,96466880
0,8,0,85136928,85139136,158314560
1,8,0,89002720,91936,89068320
0,1,0,84809280,84811040,180912896
1,1,0,89125216,89632,89200640
0,2,0,74010304,74012480,157270016
1,2,0,97404992,91360,97403584
0,3,0,75084960,75087104,155020352
1,3,0,103390912,20064,103412096
0,4,0,76235520,76237664,154098656
1,4,0,89262976,19552,89286624
0,5,0,77829696,77831840,154027744
1,5,0,90571680,19200,90575264
0,6,0,92416768,92418592,179378112
1,6,0,89464320,19328,89473920
0,7,0,82707168,82709344,156843104
1,7,0,97241600,94560,97308256
0,8,0,85411296,85413440,158726880
1,8,0,103113184,92864,103183328
0,1,0,73170048,73172192,158212800
1,1,0,89144608,91136,89224192
0,2,0,74035712,74037760,157186080
1,2,0,96539936,91200,96538528
0,3,0,86983008,86984768,179226016
1,3,0,89301536,20096,89320544
0,4,0,76241920,76244064,154167840
1,4,0,89411648,19232,89410240
0,5,0,77863744,77865888,154084608
1,5,0,105075008,20320,105082560
0,6,0,79980960,79983328,155397664
1,6,0,89466656,19264,89467680
0,7,0,82776160,82778240,157416832
1,7,0,96390944,99328,96465888
0,8,0,97953728,97955936,174634656
1,8,0,89159264,92448,89160672
0,1,0,73174880,73177056,158211264
1,1,0,89169184,91904,89247264
0,2,0,74085280,74087424,157253216
1,2,0,109058336,91296,109151008
0,3,0,74953856,74955968,154692736
1,3,0,89314656,19328,89331232
0,4,0,76213216,76215456,154059104
1,4,0,89282688,19552,89306336
0,5,0,90117664,90120064,178458688
1,5,0,90548832,19040,90563296
0,6,0,79891424,79893600,154932384
1,6,0,89474272,19680,89483072
0,7,0,82810560,82812672,157482208
1,7,0,111662912,89856,111734496
0,8,0,85193664,85195680,158383552
1,8,0,89005216,93376,89053408
