Par,Size,start1,end1,start2,end2
0,1,0,365746112,365748224,1088769056
1,1,0,749212672,106304,749211136
0,2,0,370172992,370174848,1014692928
1,2,0,685249152,93152,685247648
0,3,0,374829344,374831680,925715008
1,3,0,629168960,24032,629170496
0,4,0,381263808,381265952,878522560
1,4,0,402684224,21408,562578400
0,5,0,389258240,389260384,825419136
1,5,0,490484640,21184,490483104
0,6,0,400510880,400513024,810442848
1,6,0,446537664,21568,446536096
0,7,0,414743488,414745600,792619328
1,7,0,416135200,93152,407299616
0,8,0,425232000,425234240,796905536
1,8,0,463507040,92768,429185280
0,1,0,366019072,366021184,1089073184
1,1,0,749636544,90944,749638080
0,2,0,370312672,370314816,1014874880
1,2,0,685450720,92960,685449408
0,3,0,374789600,374791744,926001888
1,3,0,417158080,24640,626842240
0,4,0,395995328,395997504,893181792
1,4,0,564630624,21120,564629312
0,5,0,390335520,390337664,830319136
1,5,0,492295616,21152,492294080
0,6,0,399562528,399564704,808328288
1,6,0,435051072,21408,476501440
0,7,0,413409536,413411648,791153440
1,7,0,416178528,93504,407191552
0,8,0,425301152,425303168,796909280
1,8,0,425965600,92384,390627712
0,1,0,365815328,365817472,1088875264
1,1,0,749285696,93600,749279584
0,2,0,370369248,370371360,1014804544
1,2,0,418592960,92192,685614304
0,3,0,374817056,374819200,926076928
1,3,0,416438432,21728,626514720
0,4,0,381261088,381263072,878110432
1,4,0,403110560,22336,562217056
0,5,0,389887744,389889376,825863040
1,5,0,492774528,20512,492772864
0,6,0,399498592,399500768,810358912
1,6,0,446813728,21856,446812160
0,7,0,440185280,440187424,819587488
1,7,0,416200352,95104,407453696
0,8,0,425358240,425360384,796821024
1,8,0,426039712,93952,426038400
0,1,0,365894432,365896576,1088973376
1,1,0,749417696,92640,749419264
0,2,0,370451648,370453504,1015098912
1,2,0,685296608,93376,685298144
0,3,0,374760320,374762464,925528256
1,3,0,628755264,21504,628756896
0,4,0,381320128,381322240,878600096
1,4,0,563754432,21248,563756000
0,5,0,389357824,389360000,829141920
1,5,0,489727456,22080,489726048
0,6,0,400563584,400565728,809546240
1,6,0,405960800,21792,446335872
0,7,0,414683584,414685696,792170496
1,7,0,416171840,106080,407347872
0,8,0,425243840,425245984,796628288
1,8,0,465690240,93280,431381472
0,1,0,365815456,365817568,1088978976
1,1,0,749529888,91296,749528352
0,2,0,370296800,370298944,1014487808
1,2,0,685359424,93184,685357888
0,3,0,374976480,374978624,926288192
1,3,0,626819168,21568,626820512
0,4,0,382025984,382028064,879289664
1,4,0,565036768,22080,565038496
0,5,0,390160928,390162976,830060576
1,5,0,489253152,22080,489254720
0,6,0,400466176,400468288,809631808
1,6,0,447119232,21216,447120544
0,7,0,413527008,413529152,791238048
1,7,0,416253536,90144,407412480
0,8,0,425257280,425266176,796915872
1,8,0,425903264,101408,425901728
