Par,Size,start1,end1,start2,end2
0,1,0,585278336,585280352,1307820864
1,1,0,698202080,90880,765204032
0,2,0,592408064,592410080,1236442080
1,2,0,707747616,95936,707746080
0,3,0,600468832,600470976,1151677952
1,3,0,654209920,19392,654211456
0,4,0,611142080,611144192,1108352320
1,4,0,648520544,19776,648522080
0,5,0,624550624,624552768,1060807264
1,5,0,641494816,23744,641493280
0,6,0,639347616,639349632,1048471136
1,6,0,649649888,23200,649648352
0,7,0,665259104,665260992,1044633408
1,7,0,667652032,94432,667650528
0,8,0,717550208,717552352,1089176448
1,8,0,680738496,102848,680740032
0,1,0,585346080,585348192,1308422656
1,1,0,765041184,90848,765037216
0,2,0,592511264,592513408,1236653952
1,2,0,707820608,95232,707819104
0,3,0,599964128,599966240,1151290912
1,3,0,654777440,19072,654783584
0,4,0,610068320,610070464,1106995328
1,4,0,640898592,19744,640900128
0,5,0,623487424,623489568,1059356800
1,5,0,639431296,23936,499321472
0,6,0,639295328,639297472,1048412896
1,6,0,648250432,19552,648251968
0,7,0,665032000,665034112,1044688736
1,7,0,668215232,90080,668216768
0,8,0,708912960,708915072,1080614688
1,8,0,680757504,92832,680759040
0,1,0,585333376,585335520,1308357376
1,1,0,765759072,88000,765757568
0,2,0,592317184,592319360,1236540032
1,2,0,707459808,88288,707461344
0,3,0,599292320,599294432,1150471360
1,3,0,653272512,23488,653274048
0,4,0,610110720,610112832,1107370528
1,4,0,667504608,6080,667506176
0,5,0,623000480,623002688,1059149184
1,5,0,641502464,19616,641500736
0,6,0,639117024,639119200,1048059968
1,6,0,648112000,19584,648110464
0,7,0,665246880,665248672,1043025312
1,7,0,667653920,91680,667655456
0,8,0,680736672,680738784,1052243776
1,8,0,680711008,95008,680709472
0,1,0,617667968,617670112,1340704128
1,1,0,765207040,88320,765205504
0,2,0,592342432,592344576,1236572224
1,2,0,707564992,94048,707563456
0,3,0,599355520,599357664,1150550944
1,3,0,654015776,23552,652356928
0,4,0,611195488,611197632,1108421472
1,4,0,641126400,19616,641127968
0,5,0,623068512,623070656,1059311936
1,5,0,664212352,23200,664210816
0,6,0,639111328,639113504,1048067200
1,6,0,647679072,24672,647680608
0,7,0,665141536,665143648,1042453824
1,7,0,667701056,128352,667699520
0,8,0,680510720,680512864,1052208384
1,8,0,680927296,88064,680925760
0,1,0,585309824,585312000,1307980480
1,1,0,765234176,91456,765235712
0,2,0,614350592,614352704,1259064288
1,2,0,707834592,89280,707833056
0,3,0,599352704,599354880,1150392352
1,3,0,653969056,20096,653967488
0,4,0,611172096,611174304,1108326496
1,4,0,639777856,28736,639776288
0,5,0,623397760,623399936,1060196000
1,5,0,639607296,20000,500503072
0,6,0,639049920,639052128,1048013056
1,6,0,667737056,5888,667735552
0,7,0,664902016,664904192,1042143616
1,7,0,664163904,95200,407203968
0,8,0,680104480,680106656,1051264160
1,8,0,680413824,92768,390748448
